ItemNo,Item Status,ItemName,Material,PatentInfo,CatalogDescription,MaterialDescPatent,ColorList,CatalogSize,ImprintTextAll,PackagingAndWeight,PackagingDetails,CatalogWeight,Disclaimers,Batteries,CatalogRuncharges,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5
SM-5012,Inline,The Kennedy Pen,Aluminum barrel and clip,,Retractable. Ballpoint.,Aluminum barrel and clip. Retractable. Ballpoint.,"Black, Light Blue, Red or Silver","5.5"" L","Laser Engraved per side: 1/4"" H x 1-1/4"" W (Engraves white. Silver pen engraves tone-on-tone.)","Packed in trays / 21 lbs. per case of 500
Run Charge: Level 2",Packed in trays,Packed in trays / 21 lbs. per case of 500,,, Level 2,200,725,1250,1875,2500,1.77 ,1.68 ,1.58 ,1.49 ,1.39 
SM-5014,Inline,The Talbot Pen,Aluminum,,Retractable ballpoint pen with rubberized grip. Metal clip.,Aluminum. Retractable ballpoint pen with rubberized grip. Metal clip.,"Black, Green, Orange or Purple","5.25"" L","ColorPrint: 3/8"" H x 1-3/4"" W
Laser Engraved: 1/4"" H x 1-3/4"" W (engraves white)","Bulk Packed / 13 lbs. per case of 1000
Run Charge: Level 2",Bulk Packed,Bulk Packed / 13 lbs. per case of 1000,,, Level 2,500,1500,2500,3750,5000,0.95 ,0.82 ,0.70 ,0.57 ,0.44 
SM-5016,Inline,The Harlem Pen,Aluminum,,Retractable ballpoint pen with silver accent rings on barrel.  Metal Clip.,Aluminum. Retractable ballpoint pen with silver accent rings on barrel.  Metal Clip.,"Black, Blue, Green, Lime Green, Orange, Purple or Red","5.25"" L","ColorPrint: 1/2"" H x 1-1/2"" W
Laser Engraved: 1/4"" H x 1-1/4"" W (engraves white)","Packed in Trays / 16 lbs. per case of 560
Run Charge: Level 1",Packed in Trays,Packed in Trays / 16 lbs. per case of 560,,, Level 1,250,1375,2500,3750,5000,1.40 ,1.34 ,1.29 ,1.24 ,1.19 
SM-5206,Inline,The Imperial Pen,Matte finish over chrome-plated brass,,Rollerball. German ink cartridge. Swiss nib.,Matte finish over chrome-plated brass. Rollerball. German ink cartridge. Swiss nib.,Black or Silver,"5.25"" L","ColorPrint on cap per side: 3/8"" H x 1-1/2"" W (default imprint area)
ColorPrint on barrel: 1/2"" H x 1-1/2"" W
Laser Engraved on cap per side: 1/4"" H x 1-3/8"" W (Engraves silver. Silver pen engraves black.)
Laser Engraved on barrel: 1/4"" H x 1-1/2"" W (Engraves silver. Silver pen engraves black.)","Inserted in velvet pouch / 22 lbs. per case of 500
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 22 lbs. per case of 500,,, Level 2,100,675,1250,1875,2500,4.01 ,3.88 ,3.75 ,3.62 ,3.49 
SM-6252,Inline,Gemstone 25-oz. Aluminum Sport Bottle,BPA-free Aluminum,,Single-wall construction. Matte finish. Twist-on lid. Recyclable.,BPA-free Aluminum. Single-wall construction. Matte finish. Twist-on lid. Recyclable.,"Amethyst, Emerald, Ruby, Sapphire, Smoky Quartz or Turquoise","10"" H x 2.75"" D, 25 oz.","ColorPrint per side: 2-1/2"" H x 2-1/2"" W (1 color only)
ColorPrint per side: 2"" H x 2"" W (multi-color)
ColorPrint: 2-1/2"" H x 8"" W (wrap, 1 color only)","Bulk Packed / 22 lbs. per case of 36
Run Charge: Level 3",Bulk Packed,Bulk Packed / 22 lbs. per case of 36,,, Level 3,150,450,750,1125,1500,4.27 ,3.95 ,3.63 ,3.31 ,2.99 
SM-6300,Inline,Dolce 10-oz. Ceramic Mug with Spoon,Ceramic,,Tapered mug with mini-spoon that fits inside handle.  Spoon color matches interior color.,Ceramic. Tapered mug with mini-spoon that fits inside handle.  Spoon color matches interior color.,"White w/ Black Trim, White w/ Blue Trim, White w/ Green Trim, White w/ Orange Trim, White w/ Red Trim or White w/ Yellow Trim","4"" H x 3.25"" D, 10 oz.","ColorPrint per side: 2"" H x 1-1/2"" W (1 color only)
ColorPrint per side: 1-1/2"" H x 1-1/2"" W (multi-color)","Custom Crate Packed / 35 lbs. per case of 24
Run Charge: Level 4
Spoons packed separately. Due to production process, minor variations between spoon & mug color may be possible. See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 35 lbs. per case of 24,"Spoons packed separately. Due to production process, minor variations between spoon & mug color may be possible. See General Information page for special ceramic item handling charge.",, Level 4,144,450,750,1125,1500,3.71 ,3.43 ,3.15 ,2.87 ,2.59 
SM-6301,Inline,Bounty 11-oz. Ceramic Mug,Ceramic,,Classic design.  C-handle mug.,Ceramic. Classic design.  C-handle mug.,"Black, Green, Navy Blue or White","3.75"" H x 3.25"" D, 11 oz.","ColorPrint per side: 2-1/2"" H x 2"" W
ColorPrint: 2-1/2"" H x 6-1/2"" W (wrap, 1 color only)","Custom Crate Packed / 33 lbs. per case of 24
Run Charge: Level 4
Prices listed are for the white color mug only. Add an additional $0.56 (C) US/$0.88 (C) CDN per piece for colored mugs. See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 33 lbs. per case of 24,Prices listed are for the white color mug only. Add an additional $0.56 (C) US/$0.88 (C) CDN per piece for colored mugs. See General Information page for special ceramic item handling charge.,, Level 4,150,450,750,1125,1500,2.84 ,2.57 ,2.30 ,2.02 ,1.75 
SM-6303,Inline,Constellation 12-oz. Ceramic Mug,Ceramic,,Large handle mug.,Ceramic. Large handle mug.,"Black, Cream, Navy Blue or White","4.25"" H x 3.375"" D, 12 oz.","ColorPrint per side: 2"" H x 2"" W (1 color only)
ColorPrint: 2"" H x 6"" W (wrap, 1 color only)
ColorPrint per side: 1-1/2"" H x 2"" W (multi-color)","Custom Crate Packed / 38 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 38 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.09 ,2.82 ,2.55 ,2.28 ,2.01 
SM-6304,Inline,Zander 14-oz. Ceramic Mug,Ceramic,,Tapered design mug.,Ceramic. Tapered design mug.,"Black, Cream, Lime Green, Navy Blue, Red or White","4.25"" H x 3.75"" D, 14 oz.","ColorPrint per side: 2"" H x 1-1/2"" W (1 color only)
ColorPrint: 1-1/2"" H x 5-1/2"" W (wrap, 1 color only)
ColorPrint per side: 1-1/2"" H x 1-1/2"" W (multi-color)","Custom Crate Packed / 38 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 38 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.40 ,3.15 ,2.90 ,2.64 ,2.39 
SM-6306,Inline,Zapata 15-oz. Ceramic Mug,Ceramic,,Large handle mug.,Ceramic. Large handle mug.,"Black, Cream, Navy Blue, Red, White or Yellow","4.25"" H x 3.875"" D, 15 oz.","ColorPrint per side: 1-1/2"" H x 2"" W
ColorPrint: 1-1/2"" H x 7"" W (wrap, 1 color only)","Custom Crate Packed / 42 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 42 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.63 ,3.32 ,3.01 ,2.70 ,2.39 
SM-6309,Inline,Chalk It Up 11-oz. Ceramic Mug,Ceramic,,"Chalkboard-surfaced, C-handle mug includes 2 pieces of chalk.","Ceramic. Chalkboard-surfaced, C-handle mug includes 2 pieces of chalk.",Black,"3.75"" H x 3.25"" D, 11 oz.","ColorPrint one side only: 2"" H x 2"" W","Custom Crate Packed / 31 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 31 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.49 ,3.26 ,3.04 ,2.81 ,2.59 
SM-6311,Inline,Maya 11-oz. Ceramic Mug,Ceramic,,Classic design.  C-handle mug with matte exterior finish and interior color accent.,Ceramic. Classic design.  C-handle mug with matte exterior finish and interior color accent.,"Black w/ Blue Trim, Black w/ Green Trim, Black w/ Red Trim, Black w/ White Trim or Black w/ Yellow Trim","3.375"" H x 3.5"" D, 11 oz.","ColorPrint per side: 2-1/2"" H x 2"" W
ColorPrint: 2-1/2"" H x 6-1/2"" W (wrap, 1 color only)","Custom Crate Packed / 34 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 34 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.28 ,3.05 ,2.82 ,2.58 ,2.35 
SM-6314,Inline,Dakota 10-oz. Ceramic Mug,Ceramic,,Tapered design mug with large handle.  Matte exterior finish with interior color accent.,Ceramic. Tapered design mug with large handle.  Matte exterior finish with interior color accent.,"Black w/ Green Trim, Black w/ Light Blue Trim, Black w/ Orange Trim, Black w/ Red Trim, Black w/ Royal Blue Trim, Black w/ White Trim or Black w/ Yellow Trim","4.5"" H x 3.5"" D, 10 oz.","ColorPrint per side: 1-1/2"" H x 2"" W","Custom Crate Packed / 37 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 37 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.80 ,3.57 ,3.34 ,3.10 ,2.87 
SM-6315,Inline,Rancho 16-oz. Mug with Spoon,Ceramic,,Wide cone-shaped mug with mini-spoon that fits inside handle.  Matte exterior finish with interior color accent. Spoon color matches interior color.,Ceramic. Wide cone-shaped mug with mini-spoon that fits inside handle.  Matte exterior finish with interior color accent. Spoon color matches interior color.,"Black w/ Blue Trim, Black w/ Lime Green Trim, Black w/ Orange Trim, Black w/ Red Trim or Black w/ Yellow Trim","3.5"" H x 5"" D, 16 oz.","ColorPrint per side: 1-1/2"" H x 2"" W","Custom Crate Packed / 45 lbs. per case of 36
Run Charge: Level 4
Spoons packed separately. Due to production process, minor variations between spoon & mug color may be possible. See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 45 lbs. per case of 36,"Spoons packed separately. Due to production process, minor variations between spoon & mug color may be possible. See General Information page for special ceramic item handling charge.",, Level 4,100,300,500,750,1000,5.39 ,4.73 ,4.08 ,3.43 ,2.78 
SM-6317,Inline,Aura 14-oz. Ceramic Mug,Ceramic,,Mug with color accent handle that matches interior color.,Ceramic. Mug with color accent handle that matches interior color.,"White w/ Black Trim, White w/ Blue Trim, White w/ Green Trim, White w/ Orange Trim, White w/ Red Trim or White w/ Yellow Trim","4.5"" H x 3.5"" D, 14 oz.","ColorPrint per side: 2-1/2"" H x 2"" W
ColorPrint: 2-1/2"" H x 6-1/2"" W (wrap, 1 color only)","Custom Crate Packed / 37 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 37 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.49 ,3.29 ,3.08 ,2.88 ,2.67 
SM-6321,Inline,Bounty 11-oz. Ceramic Mug - Spirit,Ceramic,,Classic design.  C-handle mug with white interior accent.,Ceramic. Classic design.  C-handle mug with white interior accent.,"Black, Orange, Process Blue or Red","4"" H x 3.5"" D, 11 oz.","ColorPrint per side: 2-1/2"" H x 2"" W
ColorPrint: 2-1/2"" H x 6-1/2"" W (wrap, 1 color only)","Custom Crate Packed / 36 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 36 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.06 ,2.77 ,2.47 ,2.18 ,1.89 
SM-6323,Inline,Constellation 12-oz. Mug - Spirit,Ceramic,,Large handle mug with white interior accent and handle.,Ceramic. Large handle mug with white interior accent and handle.,"Black, Orange, Red, Royal Blue or Yellow","4.25"" H x 3.25"" D, 12 oz.","ColorPrint per side: 2"" H x 2"" W
ColorPrint: 2"" H x 6"" W (wrap, 1 color only)","Custom Crate Packed / 24 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 24 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.29 ,2.99 ,2.68 ,2.38 ,2.07 
SM-6330,Inline,Riviera 12-oz. Mug - Electric,Ceramic,,Mug with matte exterior finish and interior color accent.,Ceramic. Mug with matte exterior finish and interior color accent.,"Black w/ Blue Trim, Black w/ Lime Green Trim, Black w/ Orange Trim, Black w/ Red Trim, Black w/ White Trim or Black w/ Yellow Trim","3.375"" H x 3.5"" D, 12 oz.","ColorPrint per side: 1-1/4"" H x 2-1/4"" W
ColorPrint: 1-1/4"" H x 7-1/2"" W (wrap, 1 color only)","Custom Crate Packed / 33 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 33 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.60 ,3.33 ,3.05 ,2.77 ,2.49 
SM-6336,Inline,Zapata 15-oz. Mug - Electric,Ceramic,,Large handle mug with interior color accent.,Ceramic. Large handle mug with interior color accent.,"Black w/ Lime Green Trim, Black w/ Orange Trim, Black w/ Purple Trim, Black w/ Red Trim, Black w/ White Trim or Black w/ Yellow Trim","4.25"" H x 3.75"" D, 15 oz.","ColorPrint per side: 1-1/4"" H x 2"" W
ColorPrint: 1-1/4"" H x 7"" W (wrap, 1 color only)","Custom Crate Packed / 48 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 48 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.83 ,3.54 ,3.24 ,2.95 ,2.65 
SM-6340,Inline,Riviera 12-oz. Mug - Tradition,Ceramic,,Standard mug.,Ceramic. Standard mug.,"Black, Cream, Navy Blue or White","3.375"" H x 3.5"" D, 12 oz.","ColorPrint per side: 1-1/4"" H x 2-1/4"" W
ColorPrint: 1-1/4"" H x 7-1/2"" W (wrap, 1 color only)","Custom Crate Packed / 33 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 33 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.18 ,3.01 ,2.84 ,2.66 ,2.49 
SM-6350,Inline,Contra 17-oz. Ceramic Mug,Ceramic,,Tall travel mug with white interior accent.  Press-on plastic lid with drink opening.,Ceramic. Tall travel mug with white interior accent.  Press-on plastic lid with drink opening.,"Black, Lime Green, Process Blue, Red or White","5.5"" H x 3.5"" D, 17 oz.","ColorPrint per side: 1-1/2"" H x 2"" W (1 color only)
ColorPrint per side: 1-3/8"" H x 2"" W (multi-color)
ColorPrint upper panel: 1-3/8"" H x 6"" W (wrap, 1 color only)","Custom Crate Packed / 29 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 29 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,75,300,500,750,1000,5.23 ,4.92 ,4.61 ,4.30 ,3.99 
SM-6352,Inline,Habanera 10-oz. Ceramic Mug,Ceramic,,Tapered design mug with white interior accent. Press-on plastic lid with drink opening.,Ceramic. Tapered design mug with white interior accent. Press-on plastic lid with drink opening.,"Black, Lime Green, Orange, Process Blue, Red, White or Yellow","4.25"" H x 3.5"" D, 10 oz.","ColorPrint per side: 1-1/2"" H x 2"" W (1 color only)
ColorPrint per side: 1-3/8"" H x 2"" W (multi-color)
ColorPrint: 1-3/8"" H x 6"" W (wrap, 1 color only)","Custom Crate Packed / 21 lbs. per case of 24
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 21 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 4,144,450,750,1125,1500,3.78 ,3.56 ,3.34 ,3.11 ,2.89 
SM-6354,Inline,Mambo 17-oz. Ceramic Mug,Ceramic,,Tall tapered mug with color accent handle.  Press-on silicone lid with drink opening.,Ceramic. Tall tapered mug with color accent handle.  Press-on silicone lid with drink opening.,"Black, Process Blue, Red or White","6.625"" H x 3.625"" D, 17 oz.","ColorPrint per side: 2"" H x 2-1/2"" W (1 color only)
ColorPrint per side: 1-1/2"" H x 2"" W (multi-color)
ColorPrint: 2"" H x 6-1/2"" W (wrap. 1 color only)","Custom Crate Packed / 30 lbs. per case of 24
Run Charge: Level 4
Due to different materials, minor variations between lid & handle color may be possible. See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 30 lbs. per case of 24,"Due to different materials, minor variations between lid & handle color may be possible. See General Information page for special ceramic item handling charge.",, Level 4,75,300,500,750,1000,5.74 ,5.30 ,4.86 ,4.43 ,3.99 
SM-6360,Inline,Palms 14-oz. Ceramic Mug,Ceramic,,Standard mug with embossed palm tree logo on one side.,Ceramic. Standard mug with embossed palm tree logo on one side.,"Black, Lime Green, Process Blue, Red, White or Yellow","4.25"" H x 3.625"" D, 14 oz.","ColorPrint one side only: 2"" H x 1-1/2"" W (1 color only)
ColorPrint one side only: 1-1/2"" H x 1-1/2"" W (multi-color)","Custom Crate Packed / 35 lbs. per case of 36
Run Charge: Level 4
See General Information page for special ceramic item handling charge.",Custom Crate Packed,Custom Crate Packed / 35 lbs. per case of 36,See General Information page for special ceramic item handling charge.,, Level 4,200,475,750,1125,1500,3.23 ,2.80 ,2.36 ,1.93 ,1.49 
SM-6388,Inline,Party 14-oz. Ceramic Mug,Ceramic,,Classic party cup design in C-handle mug shape.,Ceramic. Classic party cup design in C-handle mug shape.,"Black, Green, Navy Blue, Red, Royal Blue or White","4.125"" H x 4"" D, 14 oz.","ColorPrint per side: 1-1/2"" H x 2-1/2"" W (1 color only)
ColorPrint per side: 2"" H x 2"" W (multi-color)","Individually polybagged / 21 lbs. per case of 24
Run Charge: Level 3
See General Information page for special ceramic item handling charge.",Individually polybagged,Individually polybagged / 21 lbs. per case of 24,See General Information page for special ceramic item handling charge.,, Level 3,100,300,500,750,1000,4.32 ,4.04 ,3.76 ,3.47 ,3.19 
SM-6503,Inline,Easy Squeezy 24-oz. Sports Bottle,Polypropylene,,"USA-made, BPA-free sports bottle is made with polypropylene materials. Twist-on lid with push/pull drinking spout. Phthalate-free, Non-Toxic and Lead-free.","Polypropylene. USA-made, BPA-free sports bottle is made with polypropylene materials. Twist-on lid with push/pull drinking spout. Phthalate-free, Non-Toxic and Lead-free.",,"9.875"" H x 2.875"" D, 24 oz.","ColorPrint per side: 3"" H x 2-3/4"" W","Bulk Packed / 50 lbs. per case of 100
Run Charge: Level 2
Bottles and lids shipped separately (lids not attached). See General Information page for lid assembly charges.",Bulk Packed,Bulk Packed / 50 lbs. per case of 100,Bottles and lids shipped separately (lids not attached). See General Information page for lid assembly charges.,, Level 2,300,775,1250,1875,2500,1.68 ,1.50 ,1.33 ,1.16 ,0.99 
SM-6504,Inline,Easy Squeezy 28-oz. Sports Bottle,Polypropylene,,"USA-made, BPA-free sports bottle is made with polypropylene materials. Twist-on lid. Push/pull drinking spout. Phthalate-free, Non-Toxic and Lead-free.","Polypropylene. USA-made, BPA-free sports bottle is made with polypropylene materials. Twist-on lid. Push/pull drinking spout. Phthalate-free, Non-Toxic and Lead-free.",,"9.75"" H x 2.875"" D, 28 oz.","ColorPrint per side: 3"" H x 2-3/4"" W","Bulk Packed / 69 lbs. per case of 132
Run Charge: Level 2
Bottles and lids shipped separately (lids not attached). See General Information page for lid assembly charges.",Bulk Packed,Bulk Packed / 69 lbs. per case of 132,Bottles and lids shipped separately (lids not attached). See General Information page for lid assembly charges.,, Level 2,300,775,1250,1875,2500,1.77 ,1.62 ,1.48 ,1.33 ,1.19 
