Item #,Category,Name,Color,Description,Length,Height,Width,Diameter,Fabric/Material,Code,Min Qty,US Min Price,CDN Min Price,2nd Qty,US 2nd Price,CDN 2nd Price,3rd Qty,US 3rd Price,CDN 3rd Price,EQP Qty,US EQP Price,CDN EQP Price,Price Valid Through,Print,Embroider,Deboss/Emboss,Logomagic,Patch,Gemphoto/Heat Transfers,Laser Engrave,Personalization,Weight Per Carton Lbs,Quantity Per Box,Carton Dimensions
24210,"Writing Instruments, Brands",Zebra Telescopic Ballpoint,Black,"^Stainless steel barrel^Fashionable, yet durable metal pen is perfect for planners, checkbooks or pockets^Unique expandable, retractable pen is ideal for storage^Zebra's fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^When pen is expanded, dimensions are 5.125H .364"" dia.^Includes velvet sleeve^Add-on pricing: US: $3.98R; CDN:$5.40C^Comes packaged in a velvet sleeve",0,2.63,0,0.364,Stainless steel barrel,PQ2R,50,6.98,10.75,100,5.98,9.25,300,5.25,8.25,1000,4.98,7.98,12/31/2015 0:00:00,Clip right barrel center 1.125W .5H,,,,,,,,25,600,16 x 15 x 6
24220,"Writing Instruments, Brands",Zebra Telescopic Ballpoint,Blue,"^Stainless steel barrel^Fashionable, yet durable metal pen is perfect for planners, checkbooks or pockets^Unique expandable, retractable pen is ideal for storage^Zebra's fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^When pen is expanded, dimensions are 5.125H .364"" dia.^Includes velvet sleeve^Add-on pricing: US: $3.98R; CDN:$5.40C^Comes packaged in a velvet sleeve",0,2.63,0,0.364,Stainless steel,PQ2R,50,6.98,10.75,100,5.98,9.25,300,5.25,8.25,1000,4.98,7.98,12/31/2015 0:00:00,Clip right barrel center 1.125W .5H,,,,,,,,25,600,16 x 15 x 6
2429,"Padfolios/e-Padfolios, Tablet Accessories",Diplomat E-Padfolio,Black,^Zippered closure^Scratch-resistant tablet pocket with Velcro closure fits all tablets^Interior slash pockets^Clean Screenâ„¢ feature gently removes dust and fingerprints with an easy swipe^Multi-function organizer^Cell phone pocket with Velcro closure^Unique flip tuck feature for storing paper behind pad while taking notes^Pen and stylus loops,10.5,13.75,1,0,Simulated Leather,R,25,17.98,23.9,,,,,,,25,17.98,23.9,12/31/2015 0:00:00,,,Spine bottom front pocket center 5W 3H Spine left front pocket center 3W 5H,,,,,,44,18,24 x 16 x 11
2430,"Gifts, Clearance",Intrigue Tablet Portfolio,Black,"^Carry and protect your tablet with this slim profile portfolio (Fits up to a 10"" tablet)^Zippered easy access pocket with tablet-on-the-go feature allows you to comfortably use your tablet in a case while in transit^Elastic secures tablet in your tablet case for easy viewing while on the go (tablet case not included)^Multi-function interior organizer^Clean Screenâ„¢ gently removes dust and fingerprints with an easy swipe^Front zippered pocket^Back zippered pocket^Fits most tablet cases (suggested tablet cases: item #2458, 2459, 2460, 2464, 2477, 2500, 2501, 2407, 2443, 2444, 2445, 2446, 2565, 2566, 2567, 2568, 2060, 2065, 70820, 70840) ^Product instructions included^Adjustable, removable shoulder strap for carrying comfort",11.5,8.5,0,0,1680D ballistic,R,25,9.98,12.31,,,,,,,25,9.98,12.31,3/31/2015 0:00:00,Spine bottom front pocket center 7W 3H Spine bottom back pocket center 7W 3H,Spine bottom front pocket center 4W 1.5H Spine bottom front pocket upper center 4W 1.5H,,,,Spine bottom front pocket center 7W 3H,,,30,25,24 x 16 x 11
2431,"Business Bags, Essential Styles",Tribute Tablet Messenger Bag,Black,"^Main compartment sized to fit a catalog^Zippered, padded, scratch-resistant tablet compartment (fits up to a 10"" tablet)^Multi-function organizer with neoprene pockets ^Zippered pocket with RFID blocking technology prevents unauthorized access to personal information^Trolley sleeve feature slips over luggage handle for easy transport ^ Removable, adjustable shoulder strap^Trendy topographical interior lining ^Stylus or pen loop",11.5,11.5,2,0,800D Polyester/420D Polyester,PQ2R,25,24.98,31.98,50,21.48,27.48,100,18.75,23.98,300,17.98,23.25,12/31/2015 0:00:00,Front pocket center 6W 3H,Front pocket upper center 3.5W 2H,,,,,,,24,25,23 x 17 x 13
2432,Mobile Tech,Revel Tablet Stand,Black,^Magnetic closure^Features silicone mounting system that adjusts to accommodate various sized tablets^Adjustable stand provides multiple viewing angles^Interior ID window^Camera hole^Back provides dual decoration opportunity,8,10.75,0.625,0,Simulated Leather,PQ2R,25,20.75,26.98,50,17.75,23.25,100,15.48,20.25,300,14.98,19.75,12/31/2015 0:00:00,Spine bottom front panel center 6W 3.5H Spine bottom front panel upper center 6W 2H,,Spine bottom front panel center 6W 3.5H Spine bottom front panel upper center 6W 2H,,,,,,45,50,23 x 16 x 9
2433,Mobile Tech,Revel Leather Tablet Stand,Black,^Magnetic closure^Features silicone mounting system that adjusts to accommodate various sized tablets^Adjustable stand provides multiple viewing angles^Interior ID window^Camera hole^Back provides dual decoration opportunity,8,10.75,0.625,0,Leather,PQ2R,25,24.98,33.75,50,21.48,28.98,100,18.75,25.48,300,17.98,24.48,12/31/2015 0:00:00,Spine bottom front panel center 6W 3.5H Spine bottom front panel upper center 6W 2H,,Spine bottom front panel center 6W 3.5H Spine bottom front panel upper center 6W 2H,,,,,,29,35,23 x 16 x 9
24340,"Writing Instruments, Brands",Zebra Telescopic Brights Ballpoint,Green,"^Stainless steel barrel^Fashionable, yet durable metal pen is perfect for planners, checkbooks or pockets^Unique expandable, retractable pen is ideal for storage^ Zebra's fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^When expanded, pen dimensions are 5.125H .364"" dia.^Includes velvet sleeve^Add-on pricing: US: $3.98R; CDN:$5.40C^Comes packaged in a velvet sleeve",0,2.63,0,0.364,Stainless steel,R,50,4.48,6.58,,,,,,,50,4.48,6.58,12/31/2015 0:00:00,Clip right barrel center 1.25W .5H,,,,,,,,33,720,23 x 17 x 6
2435,Business Bags,"Ultra Slim 13"" Computer Portfolio",Black,"^Carry and protect your laptop with this slim profile portfolio^Multi-function interior organizer with tablet pocket, fits up to a 10â€ tablet^Clean Screenâ„¢ gently removes dust and fingerprints with an easy swipe^Zippered main compartment^ Front zippered pocket^Back zippered pocket^Zippered easy access pocket with technology-on-the-go feature allows you to use your laptop while in transit^Elastic secures laptop for easy viewing while on the go^Fits most 13â€ laptops or Ultra Books^Adjustable, removable shoulder strap for carrying comfort^Product instructions included",13.5,9.5,2.75,0,1680D ballistic,R,25,19.98,26.18,,,,,,,25,19.98,26.18,12/31/2015 0:00:00,Spine bottom front pocket center 9W 4.5H Spine bottom back pocket center 9W 4.5H,"Spine bottom front pocket center 4"" dia. Spine bottom back pocket center 4"" dia.",,,,Spine bottom front pocket center 8W 4H,,,33,20,24 x 16 x 11
24360,"Writing Instruments, Brands",Zebra Telescopic Brights Ballpoint,Orange,"^Stainless steel barrel^Fashionable, yet durable metal pen is perfect for planners, checkbooks or pockets^Unique expandable, retractable pen is ideal for storage^ Zebra's fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^When expanded, pen dimensions are 5.125H .364"" dia.^Includes velvet sleeve^Add-on pricing: US: $3.98R; CDN:$5.40C^Comes packaged in a velvet sleeve",0,2.63,0,0.364,Stainless steel,R,50,4.48,6.58,,,,,,,50,4.48,6.58,12/31/2015 0:00:00,Clip right barrel center 1.25W .5H,,,,,,,,33,720,23 x 17 x 6
2437,Padfolios/e-Padfolios,Wall Street Calculator Padfolio,Black,"^Multi-function organizer with multiple pockets for business cards, CDs, and documents^Gusseted pocket for additional file storage and elastic loops to store memory sticks^Pen loop (pen not included)^Includes 8.5"" x 11"" paper pad; accommodates A4 pad^Calculator with raised keys^Slash pocket fits most tablets",10,13.75,1,0,Simulated Leather,PQ2R,25,22.25,29.48,50,18.98,25.25,100,16.75,22.48,300,15.98,21.48,12/31/2015 0:00:00,Spine Bottom Front Pocket Center 9W 4H Spine left front pocket center 4W 9H,,Spine bottom front pocket center 5W 3H Spine left front pocket center 3W 5H,,,,,,41,25,24 x 16 x 11
24370,"Writing Instruments, Brands",Zebra Telescopic Brights Ballpoint,Pink,"^Stainless steel barrel^Fashionable, yet durable metal pen is perfect for planners, checkbooks or pockets^Unique expandable, retractable pen is ideal for storage^ Zebra's fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^When expanded, pen dimensions are 5.125H .364"" dia.^Includes velvet sleeve^Add-on pricing: US: $3.98R; CDN:$5.40C^Comes packaged in a velvet sleeve",0,2.63,0,0.364,Stainless steel,R,50,4.48,6.58,,,,,,,50,4.48,6.58,12/31/2015 0:00:00,Clip right barrel center 1.25W .5H,,,,,,,,33,720,23 x 17 x 6
2438,"Padfolios/e-Padfolios, Tablet Accessories",Embassy E-Writing Pad,Black,"^Removable Velcro corners to accommodate various sized tablets^Scratch-resistant lining^Patented FlipTuck feature for storing paper behind pad while taking notes^Clean Screen feature gently removes dust and fingerprints^Concealed business card pockets^Includes 6"" x 9"" paper pad (Can refill with 5"" x 8"" paper pad)^Stylus or pen loop",8,10.25,0.75,0,Simulated Leather,PQ2R,50,13.75,17.98,100,11.98,15.75,300,10.48,13.75,1000,9.98,13.25,12/31/2015 0:00:00,Spine bottom front pocket center 7W 3H Spine Left front pocket center 3W 5H,,Spine bottom front pocket center 3W 3H Spine Left front pocket center 3W 3H,,,,,,40,40,24 x 16 x 11
24410,"Writing Instruments, Brands",Zebra Telescopic Ballpoint Stylus,Black,"^Stainless Steel Barrel^Pen and stylus combination is the ultimate in convenience^Unique expandable, retractable stylus pen is ideal for storage^Touch screen compatible stylus is designed for performance and precision^Zebras fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^Includes velvet sleeve",0,3.938,0,0.375,Stainless steel barrel,PQ2R,50,8.25,12.25,100,7.25,10.75,300,6.25,9.48,1000,5.98,9.25,12/31/2015 0:00:00,Clip right barrel center 1.125W .5H (2 color max),,,,,,,,27,600,16 x 15 x 6
24420,"Writing Instruments, Brands",Zebra Telescopic Ballpoint Stylus,Blue,"^Stainless Steel Barrel^Pen and stylus combination is the ultimate in convenience^Unique expandable, retractable stylus pen is ideal for storage^Touch screen compatible stylus is designed for performance and precision^Zebras fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^Includes velvet sleeve",0,3.938,0,0.375,Stainless steel barrel,PQ2R,50,8.25,12.25,100,7.25,10.75,300,6.25,9.48,1000,5.98,9.25,12/31/2015 0:00:00,Clip right barrel center 1.125W .5H (2 color max),,,,,,,,27,600,16 x 15 x 6
2443,"Gifts, Clearance, Women's, Technology, Tablet Accessories","Incline 7"" Tablet Stand",Black,"^Lightweight and compact, this 7"" tablet stand was designed with both style and practicality in mind ^ Elastic closure strap keeps the front cover closed while adding a splash of color to the design ^ Removable Velcro corners accommodate various technology sizes ^ Foldable design combined with versatile mounting system allows for multi-angle viewing ^ Soft faux suede interior provides maximum device protection ^ Compatible with Kindle Fire, Nook, Samsung Galaxy and Google Nexus",5.75,8.25,0.5,0,Simulated Leather,R,25,4.98,7.2,,,,,,,25,4.98,7.2,12/31/2015 0:00:00,Spine bottom front panel upper center 6W 2H Spine bottom front panel center 6W 2H Spine left front panel center 2W 6H Spine bottom back lower panel center 6W 2H,,Spine bottom front panel center 4W 2H Spine left front panel center 2W 4H,,,,,,22,48,23 x 17 x 6
24430,"Writing Instruments, Brands",Zebra Telescopic Ballpoint Stylus,Gunmetal/Black,"^Stainless Steel Barrel^Pen and stylus combination is the ultimate in convenience^Unique expandable, retractable stylus pen is ideal for storage^Touch screen compatible stylus is designed for performance and precision^Zebras fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^Includes velvet sleeve",0,3.938,0,0.375,Stainless steel barrel,PQ2R,50,8.25,12.25,100,7.25,10.75,300,6.25,9.48,1000,5.98,9.25,12/31/2015 0:00:00,Clip right barrel center 1.125W .5H (2 color max),,,,,,,,27,600,16 x 15 x 6
2444,"Gifts, Clearance, Women's, Technology, Tablet Accessories","Incline 7"" Tablet Stand",Apple Green,"^Lightweight and compact, this 7"" tablet stand was designed with both style and practicality in mind ^ Elastic closure strap keeps the front cover closed while adding a splash of color to the design ^ Removable Velcro corners accommodate various technology sizes ^ Foldable design combined with versatile mounting system allows for multi-angle viewing ^ Soft faux suede interior provides maximum device protection ^ Compatible with Kindle Fire, Nook, Samsung Galaxy and Google Nexus",5.75,8.25,0.5,0,Simulated Leather,R,25,4.98,7.2,,,,,,,25,4.98,7.2,12/31/2015 0:00:00,Spine bottom front panel upper center 6W 2H Spine bottom front panel center 6W 2H Spine left front panel center 2W 6H Spine bottom back lower panel center 6W 2H,,Spine bottom front panel center 4W 2H Spine left front panel center 2W 4H,,,,,,22,48,23 x 17 x 6
24440,"Writing Instruments, Brands",Zebra Telescopic Ballpoint Stylus,Purple,"^Stainless Steel Barrel^Pen and stylus combination is the ultimate in convenience^Unique expandable, retractable stylus pen is ideal for storage^Touch screen compatible stylus is designed for performance and precision^Zebras fine point 4C-refill in black ballpoint ink offers precise, yet smooth, writing performance^Includes velvet sleeve",0,3.938,0,0.375,Stainless steel barrel,PQ2R,50,8.25,12.25,100,7.25,10.75,300,6.25,9.48,1000,5.98,9.25,12/31/2015 0:00:00,Clip right barrel center 1.125W .5H (2 color max),,,,,,,,27,600,16 x 15 x 6
2445,"Gifts, Clearance, Women's, Technology, Tablet Accessories","Incline 7"" Tablet Stand",Plum,"^Lightweight and compact, this 7"" tablet stand was designed with both style and practicality in mind ^ Elastic closure strap keeps the front cover closed while adding a splash of color to the design ^ Removable Velcro corners accommodate various technology sizes ^ Foldable design combined with versatile mounting system allows for multi-angle viewing ^ Soft faux suede interior provides maximum device protection ^ Compatible with Kindle Fire, Nook, Samsung Galaxy and Google Nexus",5.75,8.25,0.5,0,Simulated Leather,R,25,4.98,7.2,,,,,,,25,4.98,7.2,12/31/2015 0:00:00,Spine bottom front panel upper center 6W 2H Spine bottom front panel center 6W 2H Spine left front panel center 2W 6H Spine bottom back lower panel center 6W 2H,,Spine bottom front panel center 4W 2H Spine left front panel center 2W 4H,,,,,,22,48,23 x 17 x 6
2446,"Gifts, Clearance, Women's, Technology, Tablet Accessories","Incline 7"" Tablet Stand",Deep Pink,"^Lightweight and compact, this 7"" tablet stand was designed with both style and practicality in mind ^ Elastic closure strap keeps the front cover closed while adding a splash of color to the design ^ Removable Velcro corners accommodate various technology sizes ^ Foldable design combined with versatile mounting system allows for multi-angle viewing ^ Soft faux suede interior provides maximum device protection ^ Compatible with Kindle Fire, Nook, Samsung Galaxy and Google Nexus",5.75,8.25,0.5,0,Simulated Leather,R,25,4.98,7.2,,,,,,,25,4.98,7.2,12/31/2015 0:00:00,Spine bottom front panel upper center 6W 2H Spine bottom front panel center 6W 2H Spine left front panel center 2W 6H Spine bottom back lower panel center 6W 2H,,Spine bottom front panel center 4W 2H Spine left front panel center 2W 4H,,,,,,22,48,23 x 17 x 6
2448,"Gifts, Padfolios/e-Padfolios, Tablet Accessories",Executive Wired E-Padfolio,Black,"^Executive padfolio with zippered closure enables you to protect and carry all the latest technology devices ^ Features removable Velcro corners to accommodate a tablet or e-reader ^ Converts to a display stand ideal for note taking or presentations ^ Stand features customizable settings to allow the perfect angle for viewing ^ Removable Velcro insert contains 5"" x 8"" paper pad, pockets to store business cards and pen loop (pen not included) ^ Front pocket ^ Fits up to a 10"" tablet",9,11.25,1.25,0,Simulated Leather,R,25,14.98,20.45,,,,,,,25,14.98,20.45,3/31/2015 0:00:00,Spine left front pocket center 4.5W 7H Spine bottom front pocket center 7W 4.5H,Spine bottom front pocket upper center 4W 2H,Spine bottom front pocket center 5W 3.5H,,,,,,43,26,24 x 16 x 11
2454,"Padfolios/e-Padfolios, Elements",Global Leather Padfolio,Black,"^Rich, sleek design for today's busy professional^Front pocket and zippered closure^Large zippered pocket with gusset to store catalogs and files^Multi-function organizer features pockets for ID, CDs, business cards, memory sticks, etc.^Pen loop (pen not included)^Includes 8.5"" x 11"" paper pad^Slash pocket fits most tablets",10.25,13.75,1,0,Leather,PQ2R,25,27.75,36.25,50,23.75,31.25,100,20.75,27.48,300,19.98,26.48,12/31/2015 0:00:00,Spine bottom front pocket center 6W 4H Spine left front pocket center 4W 6H,,Spine bottom front pocket center 5W 4H Spine left front pocket center 4W 5H,,,,,,40,20,24 x 16 x 11
2456,"Padfolios/e-Padfolios, Tablet Accessories",Vintage Leather E-Padfolio,Black,"^Executive zippered padfolio with exterior front pocket ^ Interior compartment to store tablet, e-reader, or paper ^ Multi-function organizer for business cards, USBs, and smartphone ^ Elastic pen loop (pen not included) ^ Includes 8.5"" x 11"" paper pad ^Accommodates A4 paper pad^Fits up to a 10"" tablet",10.5,13.75,1.5,0,Leather,PQ2R,25,34.75,44.25,50,29.75,38.25,100,25.98,33.48,300,24.98,32.25,12/31/2015 0:00:00,Spine bottom front pocket center 9W 5.5H,,Spine left front pocket center 4W 6H Spine bottom front pocket center 6W 4H,,,,,,41,20,24 x 16 x 11
24560,Writing Instruments,Expandz Ballpoint,Light Blue,"^Stainless steel barrel^Stylish design with executive-style quality^Unique expandable and retractable barrel for easy storage^Zebra's fine point F-refill in black ballpoint ink offers precise, yet smooth, writing performance^When pen is expanded, dimensions are 5.125H .364"" dia.^Includes velvet sleeve^Add-on pricing: US: $7.98R; CDN:$10.44C^Comes packaged in a velvet sleeve",0,2.63,0,0.364,Stainless steel,R,75,4.98,7.31,,,,,,,75,4.98,7.31,12/31/2015 0:00:00,Clip right barrel center 1.25W .5H,,,,,,,,31,360,16 x 15 x 6
