ItemNo,,ItemName,Material,CatalogDescription,ColorHeading,ColorList,Category,SubCategory,CatalogSize,PackagingDetails,CatalogWeight,Disclaimers,Standard Master Carton Width,Standard Master Carton Length,Standard Master Carton Depth,Standard Master Carton Quantity,Standard Master Carton Actual Weight,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5,PriceHeadingType,PriceHeadingUS,Icon_Brand_Name,Photo_Feature,ItemNew,NewCatText,CategoryImageName,SampleTagColors,RecPenCatText,RecPenPriceCol1,RecPenPriceCol2,RecPenPriceCol3,RecPenPriceCol4,RecPenPriceCol5,RecPenPriceCDNCol1,RecPenPriceCDNCol2,RecPenPriceCDNCol3,RecPenPriceCDNCol4,RecPenPriceCDNCol5,CatalogDescPackaging,RecPenFilename,BrandImageName,GroupSubName,GroupName,CategoryShopping,SubCategoryShopping
10/1/2301,INLINE,Great White Convention Tote,600d PolyCanvas,"Part of the Split Decision Trend Collection. Fresh budget tote style for tradeshows, conventions, and business meetings features refreshing hues and the popular color dip trend. Open main compartment. Pen loop. 12"" handle drop height.",Colors:,"Black, Lime, Purple, Red or Royal",Totes,Totes (Totes),"16"" H x 14"" W x 3"" L",Bulk,,,16.53543,15.74803,7.87402,50,18.7,144,250,400,600,1000,3.67,3.52,3.37,3.22,2.98,5R,US$,,2301-10LM_D-3.eps,,,TotesBusinessCases_L.eps,"Colors: Black, Lime, Purple, Red or Royal",,,,,,,,,,,,"Part of the Split Decision Trend Collection. Fresh budget tote style for tradeshows, conventions, and business meetings features refreshing hues and the popular color dip trend. Open main compartment. Pen loop. 12"" handle drop height. Bulk",,,Great White Convention Tote,Great White Convention Tote,Bags,Totes & Business Cases
2301-13,INLINE,Empire Cinch Tablet Tote,600d PolyCanvas,"Part of the In Print Trend Collection and perfect for the woman that isn't afraid of bold prints; this tote is inspired by the art deco architecture of New York City. Zippered main compartment. Open front pocket with Velcro closure features an additional padded pocket that holds most iPads, tablets and eReaders. Decorative bows. 11"" handle drop height.",Color:,Black,Totes,Womens Totes (Totes),"15.5"" H x 16"" W x 4"" L",Bulk,,,18.50394,17.32283,9.84252,50,24.86,48,150,300,450,600,9.2,8.83,8.45,8.08,7.48,5R,US$,,2301-13BK_D-3.eps,,,TotesBusinessCases_R.eps,Color: Black,,,,,,,,,,,,"Part of the In Print Trend Collection and perfect for the woman that isn't afraid of bold prints; this tote is inspired by the art deco architecture of New York City. Zippered main compartment. Open front pocket with Velcro closure features an additional padded pocket that holds most iPads, tablets and eReaders. Decorative bows. 11"" handle drop height. Bulk",,,Empire Cinch Tablet Tote,Empire Cinch Tablet Tote,Bags,Totes & Business Cases
2301-14,INLINE,Chambray Foldover Tablet Tote,600d PolyCanvas,"Part of the Fade Away Trend Collection, fashionable fold-over style with on-trend chambray print makes this tote the perfect choice for the stylish business man or woman. Open main compartment folds over with Velcro flap closure. Open front pocket with Velcro closure is the perfect size to hold most iPads, tablets and eReaders in their cases. Side features a hidden zippered bottle or valuables pocket. Adjustable shoulder strap for cross-body wear.",Colors:,Blue or Brown,Totes,Totes (Totes),"14.25"" H x 15"" W x 3.5"" L",Bulk,,,18.50394,15.35433,11.81102,48,28.072,48,150,300,450,600,12.28,11.78,11.28,10.78,9.98,5R,US$,,2301-14BL_D-1.eps,,,TotesBusinessCases_R.eps,Colors: Blue or Brown,,,,,,,,,,,,"Part of the Fade Away Trend Collection, fashionable fold-over style with on-trend chambray print makes this tote the perfect choice for the stylish business man or woman. Open main compartment folds over with Velcro flap closure. Open front pocket with Velcro closure is the perfect size to hold most iPads, tablets and eReaders in their cases. Side features a hidden zippered bottle or valuables pocket. Adjustable shoulder strap for cross-body wear. Bulk",,,Chambray Foldover Tablet Tote,Chambray Foldover Tablet Tote,Bags,Totes & Business Cases
2301-15,INLINE,Cape May Convention Tote,600d PolyCanvas,"Part of the In Print Trend Collection, take a nautical spin with this tradeshow tote that features an on-trend preppy striped print. Open main compartment. Pen loop. 12"" handle drop height.",Colors:,Navy or Red,Totes,Totes (Totes),"16"" H x 14"" W x 3"" L",Bulk,,,16.53543,15.74803,7.87402,50,18.7,144,250,400,600,1000,4.12,3.95,3.78,3.62,3.35,5R,US$,,2301-15RD_D-5.eps,,,TotesBusinessCases_L.eps,Colors: Navy or Red,,,,,,,,,,,,"Part of the In Print Trend Collection, take a nautical spin with this tradeshow tote that features an on-trend preppy striped print. Open main compartment. Pen loop. 12"" handle drop height. Bulk",,,Cape May Convention Tote,Cape May Convention Tote,Bags,Totes & Business Cases
2301-16,INLINE,Game Day Carry-All Tote,600d PolyCanvas,"As part of Leed's exclusive Game Day Collection, this tote is ideal for sporting and outdoor events. Inspired by sports jerseys and offered in your team's colors. Open main compartment. Open front pocket with Velcro closure. Two large side pockets. D-ring. 10.5"" handle drop height.",Colors:,"Black, Navy, Purple, Red or Royal",Totes,Totes (Totes),"12.5"" H x 17"" W x 4.5"" L",Bulk,,,18.89764,14.56693,15.74803,50,32.12,48,150,300,450,600,8.58,8.23,7.88,7.55,6.98,5R,US$,,2301-16RYL_D-3.eps,,,TotesBusinessCases_L.eps,"Colors: Black, Navy, Purple, Red or Royal",,,,,,,,,,,,"As part of Leed's exclusive Game Day Collection, this tote is ideal for sporting and outdoor events. Inspired by sports jerseys and offered in your team's colors. Open main compartment. Open front pocket with Velcro closure. Two large side pockets. D-ring. 10.5"" handle drop height. Bulk",,,Game Day Carry-All Tote,Game Day Carry-All Tote,Bags,Totes & Business Cases
2301-18,INLINE,Chevron Oversized Carry-All Tote,600d PolyCanvas,"Part of the In Print Trend Collection, the on-trend chevron print combined with the versatile size of this tote makes it perfect for traveling, vacations, and other outdoor events. Very large open main compartment. Tote features wire rim that gives bag its shape and sturdiness. 14"" handle drop height.",Colors:,"Black, Lime, Red, Royal or Turquoise",Totes,Totes (Totes),"12"" H x 20.5"" W x 9"" L",Bulk,,,22.44094,13.38583,8.26772,30,25.96,48,150,300,450,600,12.28,11.78,11.28,10.78,9.98,5R,US$,,2301-18LM_D-3.eps,,,TotesBusinessCases_R.eps,"Colors: Black, Lime, Red, Royal or Turquoise",,,,,,,,,,,,"Part of the In Print Trend Collection, the on-trend chevron print combined with the versatile size of this tote makes it perfect for traveling, vacations, and other outdoor events. Very large open main compartment. Tote features wire rim that gives bag its shape and sturdiness. 14"" handle drop height. Bulk",,,Chevron Oversized Carry-All Tote,Chevron Oversized Carry-All Tote,Bags,Totes & Business Cases
2301-19,INLINE,Chevron Multi-Purpose Tote,600d PolyCanvas,"Part of the In Print Trend Collection, the on-trend chevron print combined with the multiple pockets in this tote make it perfect for any task at hand! Open main compartment. Three open front pockets. Two side pockets. 11"" handle drop height.",Colors:,"Black, Lime, Red, Royal or Turquoise",Totes,Totes (Totes),"10.25"" H x 15.5"" W x 6.25"" L",Bulk,,,17.32283,12.99213,14.56693,50,28.6,72,150,200,450,600,7.37,7.07,6.77,6.47,5.98,5R,US$,,2301-19TQ_D-3.eps,,,TotesBusinessCases_L.eps,"Colors: Black, Lime, Red, Royal or Turquoise",,,,,,,,,,,,"Part of the In Print Trend Collection, the on-trend chevron print combined with the multiple pockets in this tote make it perfect for any task at hand! Open main compartment. Three open front pockets. Two side pockets. 11"" handle drop height. Bulk",,,Chevron Multi-Purpose Tote,Chevron Multi-Purpose Tote,Bags,Totes & Business Cases
2301-21,INLINE,Game Day Wristlet Clutch,600d PolyCanvas,"As part of Leed's Game Day Collection, this is the perfect accessory to throw into your stadium-approved clear bag. This clutch (offered in your team's colors) is the NFL-approved size for what may be brought in along with one of their clear bag options. Toss your credit cards, money, etc. into this small wristlet and carry either with your clear tote or on its own. Zippered main compartment. Carry wrist handle.",Colors:,"Black, Red or Royal",Totes,Totes (Totes),"4.5"" H x 6.5"" W",Bulk,,,13.77953,14.96063,10.62992,300,16.06,288,400,750,1000,1500,2.43,2.33,2.23,2.15,1.98,5R,US$,,2301-21BK_D-3.eps,,,TotesBusinessCases_R.eps,"Colors: Black, Red or Royal",,,,,,,,,,,,"As part of Leed's Game Day Collection, this is the perfect accessory to throw into your stadium-approved clear bag. This clutch (offered in your team's colors) is the NFL-approved size for what may be brought in along with one of their clear bag options. Toss your credit cards, money, etc. into this small wristlet and carry either with your clear tote or on its own. Zippered main compartment. Carry wrist handle. Bulk",,,Game Day Wristlet Clutch,Game Day Wristlet Clutch,,
2301-22,INLINE,The Dapper Zippered Business Tablet Tote,600d PolyCanvas and 420d Polyester Accents,"Part of the In Print Trend Collection, The Dapper Collection is inspired by sleek menswear like pinstripe suits and smart neckties. Zippered main compartment. Open front pocket with Velcro closure is sized to fit most iPads, tablets, and eReaders in their cases. Two side pockets. 12.5"" handle drop height. Tonal pinstripe print on the main body with preppy stripe accents.",Colors:,Navy or Navy/Red,Totes,Totes (Totes),"13.5"" H x 18.5"" W x 5"" L",Bulk,,,22.83465,14.17323,10.62992,36,20.9,48,150,300,450,600,11.78,11.32,10.83,10.35,9.58,5R,US$,,2301-22NY_D.eps,,,TotesBusinessCases_L.eps,Colors: Navy or Navy/Red,,,,,,,,,,,,"Part of the In Print Trend Collection, The Dapper Collection is inspired by sleek menswear like pinstripe suits and smart neckties. Zippered main compartment. Open front pocket with Velcro closure is sized to fit most iPads, tablets, and eReaders in their cases. Two side pockets. 12.5"" handle drop height. Tonal pinstripe print on the main body with preppy stripe accents. Bulk",,,The Dapper Zippered Business Tablet Tote,The Dapper Zippered Business Tablet Tote,,
2301-23,INLINE,Upswing Zippered Convention Tote,600d PolyCanvas,"Fresh budget zippered tote style for tradeshows, conventions, and business meetings features sporty styling. Zippered main compartment. Pen loop. 11.5"" handle drop height.",Colors:,"Black, Lime, Red or Royal",Totes,Totes (Totes),"14"" H x 16"" W x 3"" L",Bulk,,,17.32283,16.92913,10.23622,50,18.7,96,150,300,450,600,4.9,4.7,4.5,4.3,3.98,5R,US$,,2301-23RD_D.eps,,,TotesBusinessCases_L.eps,"Colors: Black, Lime, Red or Royal",,,,,,,,,,,,"Fresh budget zippered tote style for tradeshows, conventions, and business meetings features sporty styling. Zippered main compartment. Pen loop. 11.5"" handle drop height. Bulk",,,Upswing Zippered Convention Tote,Upswing Zippered Convention Tote,,
2301-24,NEW,Geometric Zippered Business Tote,600d PolyCanvas,"Part of our Bold Geometry trend collection, this business tote features a graphic chevron design. Zippered main compartment. Two side pockets. Reinforced handles. 11"" handle drop height.",Colors:,"Black, Navy or Turquoise",Totes,Totes (Totes),"12"" H x 17.5"" W x 3.25"" L",Bulk,,,0,0,0,0,0,72,150,300,450,600,6.75,6.47,6.2,5.92,5.48,5R,US$,,2301-24TQ_D-1.eps,,,TotesBusinessCases6_R.eps,"Colors: Black, Navy or Turquoise",,,,,,,,,,,,"Part of our Bold Geometry trend collection, this business tote features a graphic chevron design. Zippered main compartment. Two side pockets. Reinforced handles. 11"" handle drop height. Bulk",,,Geometric Zippered Business Tote,Geometric Zippered Business Tote,,
2301-25,NEW,Cross Block Zippered Business Tote,600d PolyCanvas,"Sporty design mixed with business function. Zippered main compartment. Front slit pocket for business cards, pens or phone. 11"" handle drop height.",Colors:,"Black, Lime, Red or Royal",Totes,Totes (Totes),"14.25"" H x 20"" W x 3"" L",Bulk,,,0,0,0,0,0,96,150,300,450,600,6.13,5.88,5.63,5.38,4.98,5R,US$,,2301-25RD_D-1.eps,,,TotesBusinessCases_L.eps,"Colors: Black, Lime, Red or Royal",,,,,,,,,,,,"Sporty design mixed with business function. Zippered main compartment. Front slit pocket for business cards, pens or phone. 11"" handle drop height. Bulk",,,Cross Block Zippered Business Tote,Cross Block Zippered Business Tote,,
2301-26,NEW,Micro Dot Mini Utility Tote,600d PolyCanvas,"Fun micro dot print and petite size make this utility tote perfect for small essentials like technology and desk accessories or health and beauty items. Open main compartment. Side mesh pocket. Tote features wire rim that gives the bag its shape and sturdiness. 4.5"" handle drop height.",Colors:,"Gray, Purple, Red, Royal or Turquoise",Totes,Totes (Totes),"6"" H x 5.5"" W x 5.5"" L",Bulk,,,0,0,0,0,0,144,250,400,600,1000,4.28,4.12,3.93,3.77,3.48,5R,US$,,2301-26PP_D-1.eps,,,TotesBusinessCases_L.eps,"Colors: Gray, Purple, Red, Royal or Turquoise",,,,,,,,,,,,"Fun micro dot print and petite size make this utility tote perfect for small essentials like technology and desk accessories or health and beauty items. Open main compartment. Side mesh pocket. Tote features wire rim that gives the bag its shape and sturdiness. 4.5"" handle drop height. Bulk",,,Micro Dot Mini Utility Tote,Micro Dot Mini Utility Tote,,
2301-36,INLINE,Game Day Clear Stadium Tote,PVC,"As part of Leed's exclusive Game Day Collection, this clear tote is perfect for fans packing their stadium and event day items safely. Also great for workplace safety. Open main compartment with sporty webbing trim and dual carrying handles. Note that if the bag is being carried into an NFL stadium, the NFL requires that logo sizes do not exceed 4.5"" tall by 3.4"" wide.",Colors:,"Black, Green, Navy, Orange, Purple, Red or Royal",Totes,Totes (Totes),"12"" H x 12"" W x 6"" L",Bulk,,,18.50394,12.59843,9.84252,50,22.44,144,250,400,600,1000,5.15,4.93,4.73,4.52,4.18,5R,US$,,2301-36BK_D-2.eps,Yes,New,TotesBusinessCases_R.eps,7 colors available,,,,,,,,,,,,"As part of Leed's exclusive Game Day Collection, this clear tote is perfect for fans packing their stadium and event day items safely. Also great for workplace safety. Open main compartment with sporty webbing trim and dual carrying handles. Note that if the bag is being carried into an NFL stadium, the NFL requires that logo sizes do not exceed 4.5"" tall by 3.4"" wide. Bulk",,,Game Day Clear Stadium Tote,Game Day Clear Stadium Tote,Bags,Totes & Business Cases
2301-42,INLINE,Game Day Clear Zippered Safety Tote,PVC,"As part of Leed's Game Day Collection, this clear tote is perfect for fans packing their stadium and event day items safely. Also great for workplace safety. Zippered main compartment. Dual carry handles with 10"" handle drop height. Note that if the bag is being carried into an NFL stadium, the NFL requires that logo sizes do not exceed 4.5"" tall by 3.4"" wide.",Color:,Black,Totes,Totes (Totes),"12"" H x 12"" W x 6"" L",Bulk,,,25.59055,13.38583,16.14173,60,31.02,72,150,200,450,600,6.75,6.47,6.2,5.92,5.48,5R,US$,,2301-42BK_D-3.eps,,,TotesBusinessCases_R.eps,Color: Black,,,,,,,,,,,,"As part of Leed's Game Day Collection, this clear tote is perfect for fans packing their stadium and event day items safely. Also great for workplace safety. Zippered main compartment. Dual carry handles with 10"" handle drop height. Note that if the bag is being carried into an NFL stadium, the NFL requires that logo sizes do not exceed 4.5"" tall by 3.4"" wide. Bulk",,,Game Day Clear Zippered Safety Tote,Game Day Clear Zippered Safety Tote,,
4/1/2380,INLINE,Lunar Convention Tote,600d PolyCanvas,"Perfect budget tote style for tradeshows, conventions, and business meetings. Open main compartment. Two elastic pen loops and D-ring. 12.5"" handle drop height.",Colors:,"Black, Red or Royal",Totes,Totes (Totes),"15"" H x 15"" W x 1"" L",Bulk,,,8.66142,14.96063,15.74803,48,19.8,144,250,400,600,1000,4.78,4.58,4.38,4.2,3.88,5R,US$,,2380-04RD_D-5.eps,,,TotesBusinessCases_L.eps,"Colors: Black, Red or Royal",,,,,,,,,,,,"Perfect budget tote style for tradeshows, conventions, and business meetings. Open main compartment. Two elastic pen loops and D-ring. 12.5"" handle drop height. Bulk",,,Lunar Convention Tote,Lunar Convention Tote,Bags,Totes & Business Cases
6/1/2380,INLINE,Lunar JournalBook™,Polypropylene,100 sheets of spiral bound lined paper. Elastic pen loop. Includes important contacts sheet and calendar.,Colors:,Red or Royal,Journalbooks,Spiral (Journalbooks),"7"" H x 5.5"" W x .5"" L",Bulk,,,15.35433,9.84252,8.46457,36,18.7,144,250,400,600,1000,3.67,3.52,3.37,3.22,2.98,5R,US$,JournalBooks.eps,2380-06RD_D.eps,,,Journals_L.eps,Colors: Red or Royal,2380-06 + Recommended pen 1065-28,5.55,5.4,5.25,5.1,4.86,6.65,6.46,6.28,6.11,5.81,100 sheets of spiral bound lined paper. Elastic pen loop. Includes important contacts sheet and calendar. Bulk,,JournalBooks.eps,Lunar JournalBook™,Lunar JournalBook™,Office,Journals
2520-31,INLINE,Vortex Deluxe Sling,600d PolyCanvas,"Zippered main compartment includes an interior zippered mesh pouch with elastic band and mesh portable music player pocket with headphone port. Zippered front pocket with two interior pouches. Open front pocket with Velcro™ closure. Quick-access mesh pocket with elastic band. Cell phone pocket with Velcro closure. Padded, adjustable shoulder strap with zippered accessory pocket.",Color:,Black,Backpacks,Slings (Backpacks),"22.5"" H x 14.5"" W x 6.5"" L",Bulk,,,24.01575,16.53543,15.35433,24,22,48,150,300,450,600,18.43,17.68,16.93,16.18,14.98,5R,US$,,2520-31BK_D-4.eps,,,BackpacksDuffels_R.eps,Color: Black,,,,,,,,,,,,"Zippered main compartment includes an interior zippered mesh pouch with elastic band and mesh portable music player pocket with headphone port. Zippered front pocket with two interior pouches. Open front pocket with Velcro™ closure. Quick-access mesh pocket with elastic band. Cell phone pocket with Velcro closure. Padded, adjustable shoulder strap with zippered accessory pocket. Bulk",,,Vortex Deluxe Sling,Vortex Deluxe Sling,Bags,Backpacks & Duffels
